Language Accuracy: 0.9788630694499146
NE Accuracy: 0.9688109161793372
Token	Gold Standard	Tagged Language	Named Entity	Evaluation
"	Punct	Punct	O	NA
on	Eng	Eng	O	Correct
a	Eng	Eng	O	Correct
re-run	Eng	Eng	O	Correct
.	Punct	Punct	O	NA
What	Eng	Eng	O/PERSON	Correct
is	Eng	Eng	O	Correct
it	Eng	Eng	O	Correct
about	Eng	Eng	O	Correct
memory	Eng	Eng	O	Correct
?	Punct	Punct	O	NA
¿Qué	Spn	Spn	O	Correct
es	Spn	Spn	O	Correct
lo	Spn	Spn	O	Correct
que	Spn	Spn	O	Correct
hace	Spn	Spn	O	Correct
que	Spn	Spn	O	Correct
Laura	NamedEnt	Spn	PERSON/PERSON	Correct
te	Spn	Spn	O	Correct
recuerde	Spn	Spn	O	Correct
tan	Spn	Spn	O	Correct
(	Punct	Punct	O	NA
auto	Spn	Spn	O	Correct
)	Punct	Punct	O	NA
exigente	Spn	Spn	O	Correct
,	Punct	Punct	O	NA
tan	Spn	Spn	O	Correct
distante	Spn	Spn	O	Correct
?	Punct	Punct	O	NA
Y	Spn	Spn	O	Correct
que	Spn	Spn	O	Correct
yo	Spn	Spn	O	Correct
,	Punct	Punct	O	NA
en	Spn	Spn	O	Correct
cambio	Spn	Spn	O	Correct
,	Punct	Punct	O	NA
vea	Spn	Spn	O	Correct
una	Spn	Spn	O	Correct
jumble	Eng	Eng	O	Correct
de	Spn	Spn	O	Correct
imágenes	Spn	Spn	O	Correct
solapadas	Spn	Spn	O	Correct
en	Spn	Spn	O	Correct
el	Spn	Spn	O	Correct
tiempo	Spn	Spn	O	Correct
y	Spn	Spn	O	Correct
el	Spn	Spn	O	Correct
espacio	Spn	Spn	O	Correct
,	Punct	Punct	O	NA
pero	Spn	Spn	O	Correct
en	Spn	Spn	O	Correct
casi	Spn	Spn	O	Correct
todas	Spn	Spn	O	Correct
—	Punct	Punct	O	NA
even	Eng	Eng	O	Correct
when	Eng	Eng	O	Correct
that	Eng	Eng	O	Correct
little	Eng	Eng	O	Correct
muscle	Eng	Eng	O	Correct
at	Eng	Eng	O	Correct
the	Eng	Eng	O	Correct
side	Eng	Eng	O	Correct
of	Eng	Eng	O	Correct
your	Eng	Eng	O	Correct
jaw	Eng	Eng	O	Correct
is	Eng	Eng	O	Correct
twitching	Eng	Eng	O	Correct
—	Punct	Punct	O	NA
casi	Spn	Spn	O	Correct
siempre	Spn	Spn	O	Correct
you	Eng	Eng	O	Correct
end	Eng	Eng	O	Correct
up	Eng	Eng	O	Correct
collapsing	Eng	Eng	O	Correct
into	Eng	Eng	O	Correct
a	Eng	Eng	O	Correct
snort	Eng	Eng	O	Correct
of	Eng	Eng	O	Correct
laughter	Eng	Eng	O	Correct
?	Punct	Punct	O	NA
Qué	Spn	Spn	O	Correct
es	Spn	Spn	O	Correct
lo	Spn	Spn	O	Correct
que	Spn	Spn	O	Correct
me	Spn	Spn	O	Correct
permite	Spn	Spn	O	Correct
(	Punct	Punct	O	NA
me	Spn	Spn	O	Correct
obliga	Spn	Spn	O	Correct
)	Punct	Punct	O	NA
creer	Spn	Spn	O	Correct
fervientemente	Spn	Spn	O	Correct
que	Spn	Spn	O	Correct
esa	Spn	Spn	O	Correct
crueldad	Spn	Spn	O	Correct
tuya	Spn	Spn	O	Correct
was	Eng	Eng	O	Correct
a	Eng	Eng	O	Correct
self-defense	Eng	Eng	O	Correct
mechanism	Eng	Eng	O	Correct
?	Punct	Punct	O	NA
El	Spn	Spn	O	Correct
modo	Spn	Spn	O	Correct
de	Spn	Spn	O	Correct
resguardarse	Spn	Spn	O	Correct
,	Punct	Punct	O	NA
de	Spn	Spn	O	Correct
escudarse	Spn	Spn	O	Correct
de	Spn	Spn	O	Correct
un	Spn	Spn	O	Correct
hombre	Spn	Spn	O	Correct
,	Punct	Punct	O	NA
de	Spn	Spn	O	Correct
un	Spn	Spn	O	Correct
working-class	Eng	Eng	O	Correct
,	Punct	Punct	O	NA
Bronx	NamedEnt	Eng	PERSON/PERSON	Correct
Jew-boy	Eng	Eng	PERSON/PERSON	Correct
who	Eng	Eng	O	Correct
grew	Eng	Eng	O	Correct
up	Eng	Eng	O	Correct
to	Eng	Eng	O	Correct
be	Eng	Eng	O	Correct
famous	Eng	Eng	O	Correct
and	Eng	Eng	O	Correct
handsome	Eng	Eng	O	Correct
and	Eng	Eng	O	Correct
suave	Eng	Spn	O	Incorrect
and	Eng	Eng	O	Correct
world-traveled	Eng	Eng	O	Correct
and	Eng	Eng	O	Correct
elegant	Eng	Eng	O	Correct
(	Punct	Punct	O	NA
and	Eng	Eng	O	Correct
who	Eng	Eng	O	Correct
even	Eng	Eng	O	Correct
taught	Eng	Eng	O	Correct
me	Eng	Eng	O	Correct
to	Eng	Eng	O	Correct
waltz	Eng	Eng	O	Correct
)	Punct	Punct	O	NA
pero	Spn	Spn	O	Correct
who	Eng	Eng	O	Correct
never	Eng	Eng	O	Correct
outgrew	Eng	Eng	O	Correct
laMEMORY/	MixedNoSpace	Spn	O	NA
inseguridad	Spn	Spn	O	Correct
de	Spn	Spn	O	Correct
haber	Spn	Spn	O	Correct
sido	Spn	Spn	O	Correct
short	Eng	Eng	O	Correct
,	Punct	Punct	O	NA
miope	Spn	Spn	O	Correct
,	Punct	Punct	O	NA
poor	Eng	Eng	O	Correct
,	Punct	Punct	O	NA
hijo	Spn	Spn	O	Correct
de	Spn	Spn	O	Correct
una	Spn	Spn	O	Correct
inmigrante	Spn	Spn	O	Correct
rusa	Spn	Spn	O	Correct
judía	Spn	Spn	O	Correct
y	Spn	Spn	O	Correct
de	Spn	Spn	O	Correct
un	Spn	Spn	O	Correct
inmigrante	Spn	Spn	O	Correct
rumano	Spn	Spn	O	Correct
judío	Spn	Spn	O	Correct
under	Eng	Eng	O	Correct
(	Punct	Punct	O	NA
and	Eng	Eng	O	Correct
later	Eng	Eng	O	Correct
directamente	Spn	Spn	O	Correct
)	Punct	Punct	O	NA
unemployed	Eng	Eng	O	Correct
,	Punct	Punct	O	NA
y	Spn	Spn	O	Correct
encima	Spn	Spn	O	Correct
divorciados	Spn	Spn	O	Correct
.	Punct	Punct	O	NA
Ese	Spn	Spn	PERSON/O	Correct
Yossie	NamedEnt	Eng	PERSON/MISC	Correct
,	Punct	Punct	O	NA
the	Eng	Eng	O	Correct
smallest	Eng	Eng	O	Correct
boy	Eng	Eng	O	Correct
en	Spn	Spn	O	Correct
la	Spn	Spn	O	Correct
Bronx	NamedEnt	Eng	LOCATION/LOCATION	Correct
ganga	Spn	Spn	O	Correct
,	Punct	Punct	O	NA
the	Eng	Eng	O	Correct
one	Eng	Eng	O	Correct
they	Eng	Eng	O	Correct
used	Eng	Eng	O	Correct
as	Eng	Eng	O	Correct
mensajero	Spn	Spn	O	Correct
because	Eng	Eng	O	Correct
he	Eng	Eng	O	Correct
was	Eng	Eng	O	Correct
the	Eng	Eng	O	Correct
littlest	Eng	Eng	O	Correct
,	Punct	Punct	O	NA
el	Spn	Spn	O	Correct
que	Spn	Spn	O	Correct
corría	Spn	Spn	O	Correct
más	Spn	Spn	O	Correct
rápido	Spn	Spn	O	Correct
cuz	NonStEng	Spn	O	NA
he	Eng	Eng	O	Correct
was	Eng	Eng	O	Correct
the	Eng	Eng	O	Correct
scaredest	NonStEng	Eng	O	NA
.	Punct	Punct	O	NA
Ese	Spn	Spn	O	Correct
boy	Eng	Eng	O	Correct
was	Eng	Eng	O	Correct
always	Eng	Eng	O	Correct
inside	Eng	Eng	O	Correct
you	Eng	Eng	O	Correct
,	Punct	Punct	O	NA
Dad	NamedEnt	Eng	O/PERSON	Correct
.	Punct	Punct	O	NA
Yossie	NamedEnt	Eng	PERSON/PERSON	Correct
.	Punct	Punct	O	NA
You	Eng	Eng	O	Correct
never	Eng	Eng	O	Correct
outgrew	Eng	Eng	O	Correct
him	Eng	Eng	O	Correct
.	Punct	Punct	O	NA
You	Eng	Eng	O	Correct
never	Eng	Eng	O	Correct
outran	Eng	Eng	O	Correct
him	Eng	Eng	O	Correct
del	Spn	Spn	O	Correct
todo	Spn	Spn	O	Correct
.	Punct	Punct	O	NA
El	Spn	Spn	O	Correct
hizo	Spn	Spn	O	Correct
que	Spn	Spn	O	Correct
practically	Eng	Eng	O	Correct
on	Eng	Eng	O	Correct
your	Eng	Eng	O	Correct
deathbed	Eng	Eng	O	Correct
me	Spn	Spn	O	Correct
insistieras	Spn	Spn	O	Correct
,	Punct	Punct	O	NA
me	Spn	Spn	O	Correct
recordaras	Spn	Spn	O	Correct
,	Punct	Punct	O	NA
“	Punct	Punct	O	NA
Sukie	NamedEnt	Spn	PERSON/PERSON	Correct
,	Punct	Punct	O	NA
you	Eng	Eng	O	Correct
know	Eng	Eng	O	Correct
,	Punct	Punct	O	NA
remember	Eng	Eng	O	Correct
:	Punct	Punct	O	NA
tengo	Spn	Spn	O	Correct
over	Eng	Eng	O	Correct
300	Num	Num	O	NA
items	Eng	Eng	O	Correct
on	Eng	Eng	O	Correct
my	Eng	Eng	O	Correct
C.V.	Eng	Spn	O	Incorrect
"	Punct	Punct	O	NA
I	Eng	Eng	O/MISC	Correct
know	Eng	Eng	O/MISC	Correct
you	Eng	Eng	O	Correct
did	Eng	Eng	O	Correct
,	Punct	Punct	O	NA
Daddy	NamedEnt	Eng	O/PERSON	Correct
.	Punct	Punct	O	NA
Y	Spn	Spn	O	Correct
ese	Spn	Spn	O	Correct
knowledge	Eng	Eng	O	Correct
pierced	Eng	Eng	O	Correct
me	Eng	Spn	O	Incorrect
,	Punct	Punct	O	NA
wounded	Eng	Eng	O	Correct
me	Eng	Spn	O	Incorrect
,	Punct	Punct	O	NA
fucked	Eng	Eng	O	Correct
me	Eng	Eng	O	Correct
up	Eng	Eng	O	Correct
for	Eng	Eng	O	Correct
years	Eng	Eng	O	Correct
,	Punct	Punct	O	NA
even	Eng	Eng	O	Correct
warpedme	Eng	Eng	O	Correct
,	Punct	Punct	O	NA
diría	Spn	Spn	O	Correct
.	Punct	Punct	O	NA
Cursed	Eng	Eng	O	Correct
me	Eng	Spn	O	Incorrect
con	Spn	Spn	O	Correct
la	Spn	Spn	O	Correct
misma	Spn	Spn	O	Correct
jodida	Spn	Spn	O	Correct
inseguridad	Spn	Spn	O	Correct
and	Eng	Eng	O	Correct
need	Eng	Eng	O	Correct
for	Eng	Eng	O	Correct
approval	Eng	Eng	O	Correct
from	Eng	Eng	O	Correct
others	Eng	Eng	O	Correct
you	Eng	Eng	O	Correct
took	Eng	Eng	O	Correct
with	Eng	Eng	O	Correct
you	Eng	Eng	O	Correct
to	Eng	Eng	O	Correct
your	Eng	Eng	O	Correct
grave	Eng	Eng	O	Correct
.	Punct	Punct	O	NA
Yo	Spn	Spn	O	Correct
he	Spn	Eng	O	Incorrect
aprendido	Spn	Spn	O	Correct
a	Spn	Spn	O	Correct
echarle	Spn	Spn	O	Correct
la	Spn	Spn	O	Correct
culpa	Spn	Spn	O	Correct
al	Spn	Spn	O	Correct
Saturn	NamedEnt	Eng	O/ORGANIZATION	Correct
in	Eng	Eng	O/ORGANIZATION	Correct
the	Eng	Eng	O/ORGANIZATION	Correct
twelfth	Eng	Eng	O/ORGANIZATION	Correct
House	Eng	Eng	ORGANIZATION/ORGANIZATION	Correct
,	Punct	Punct	O	NA
Sun	Eng	Eng	O/ORGANIZATION	Correct
in	Eng	Eng	O/ORGANIZATION	Correct
Aries	NamedEnt	Eng	LOCATION/ORGANIZATION	Correct
,	Punct	Punct	O	NA
en	Spn	Spn	O	Correct
la	Spn	Spn	O	Correct
cuarta	Spn	Spn	O	Correct
.	Punct	Punct	O	NA
Pero	Spn	Spn	O	Correct
it’s	Eng	Eng	O	Correct
you	Eng	Eng	O	Correct
,	Punct	Punct	O	NA
Daddy	NamedEnt	Eng	O/PERSON	Correct
.	Punct	Punct	O	NA
I’m	Eng	Eng	O	Correct
always	Eng	Eng	O	Correct
looking	Eng	Eng	O	Correct
over	Eng	Eng	O	Correct
my	Eng	Eng	O	Correct
shoulder	Eng	Eng	O	Correct
pa	NonStSpn	Spn	O	NA
’	Punct	Punct	O	NA
ver	Spn	Spn	O	Correct
dónde	Spn	Spn	O	Correct
estás	Spn	Spn	O	Correct
.	Punct	Punct	O	NA
Are	Eng	Eng	O	Correct
you	Eng	Eng	O	Correct
watching	Eng	Eng	O	Correct
me	Eng	Spn	O	Incorrect
?	Punct	Punct	O	NA
Do	Eng	Eng	O	Correct
you	Eng	Eng	O	Correct
like	Eng	Eng	O	Correct
what	Eng	Eng	O	Correct
you	Eng	Eng	O	Correct
see	Eng	Eng	O	Correct
?	Punct	Punct	O	NA
Do	Eng	Eng	O	Correct
you	Eng	Eng	O	Correct
?	Punct	Punct	O	NA
Ah	Spn	Eng	O	Incorrect
,	Punct	Punct	O	NA
why	Eng	Eng	O	Correct
did	Eng	Eng	O	Correct
I	Eng	Eng	O	Correct
ever	Eng	Eng	O	Correct
have	Eng	Eng	O	Correct
to	Eng	Eng	O	Correct
become	Eng	Eng	O	Correct
a	Eng	Eng	O	Correct
writer	Eng	Eng	O	Correct
?	Punct	Punct	O	NA
Pero	Spn	Spn	O	Correct
so	Eng	Eng	O	Correct
much	Eng	Eng	O	Correct
of	Eng	Eng	O	Correct
you	Eng	Eng	O	Correct
in	Eng	Eng	O	Correct
me	Eng	Spn	O	Incorrect
,	Punct	Punct	O	NA
qué	Spn	Spn	O	Correct
más	Spn	Spn	O	Correct
podría	Spn	Spn	O	Correct
haber	Spn	Spn	O	Correct
hecho	Spn	Spn	O	Correct
?	Punct	Punct	O	NA
What	Eng	Eng	O	Correct
else	Eng	Eng	O	Correct
could	Eng	Eng	O	Correct
I	Eng	Eng	O	Correct
ever	Eng	Eng	O	Correct
do	Eng	Eng	O	Correct
?	Punct	Punct	O	NA
Is	Eng	Eng	O	Correct
it	Eng	Eng	O	Correct
a	Eng	Eng	O	Correct
Jewish	Eng	Eng	O/PERSON	Correct
thing	Eng	Eng	O	Correct
,	Punct	Punct	O	NA
esta	Spn	Spn	O	Correct
never-satisfaction	Mixed	Eng	O	NA
?	Punct	Punct	O	NA
An	Eng	Eng	O	Correct
oldest	Eng	Eng	O	Correct
child	Eng	Eng	O	Correct
thing	Eng	Eng	O	Correct
?	Punct	Punct	O	NA
¿Sólo	Spn	Spn	O	Correct
un	Spn	Spn	O	Correct
modo	Spn	Spn	O	Correct
de	Spn	Spn	O	Correct
ser	Spn	Spn	O	Correct
melancólico	Spn	Spn	O	Correct
,	Punct	Punct	O	NA
compartido	Spn	Spn	O	Correct
entrañablemente	Spn	Spn	O	Correct
?	Punct	Punct	O	NA
Nunca	Spn	Spn	O	Correct
sabré	Spn	Spn	O	Correct
,	Punct	Punct	O	NA
and	Eng	Eng	O	Correct
I	Eng	Eng	O/MISC	Correct
can’t	Eng	Eng	O/MISC	Correct
ask	Eng	Eng	O	Correct
you	Eng	Eng	O	Correct
.	Punct	Punct	O	NA
Pero	Spn	Spn	O	Correct
I	Eng	Eng	O/MISC	Correct
do	Eng	Eng	O/MISC	Correct
ask	Eng	Eng	O/MISC	Correct
you	Eng	Eng	O/MISC	Correct
,	Punct	Punct	O	NA
almost	Eng	Eng	O	Correct
every	Eng	Eng	O	Correct
day	Eng	Eng	O	Correct
.	Punct	Punct	O	NA
Ay	Spn	Spn	O	Correct
Daddy	NamedEnt	Eng	O/MISC	Correct
,	Punct	Punct	O	NA
por	Spn	Spn	O	Correct
qué	Spn	Spn	O	Correct
esta	Spn	Spn	O	Correct
mi	Spn	Spn	O	Correct
urgencia	Spn	Spn	O	Correct
de	Spn	Spn	O	Correct
ti	Spn	Spn	O	Correct
?	Punct	Punct	O	NA
Quién	Spn	Spn	O	Correct
me	Spn	Spn	O	Correct
definiría	Spn	Spn	O	Correct
como	Spn	Spn	O	Correct
sick	Eng	Eng	O/MISC	Correct
,	Punct	Punct	O	NA
a	Spn	Spn	O	Correct
veces	Spn	Spn	O	Correct
(	Punct	Punct	O	NA
me	Spn	Spn	O	Correct
)	Punct	Punct	O	NA
pregunto	Spn	Spn	O	Correct
,	Punct	Punct	O	NA
por	Spn	Spn	O	Correct
hablarte	Spn	Spn	O	Correct
,	Punct	Punct	O	NA
buscarte	Spn	Spn	O	Correct
todos	Spn	Spn	O	Correct
los	Spn	Spn	O	Correct
días	Spn	Spn	O	Correct
without	Eng	Eng	O	Correct
fail	Eng	Eng	O	Correct
?	Punct	Punct	O	NA
When	Eng	Eng	O	Correct
will	Eng	Eng	O	Correct
you	Eng	Eng	O	Correct
leave	Eng	Eng	O	Correct
me	Eng	Eng	O	Correct
alone	Eng	Eng	O	Correct
?	Punct	Punct	O	NA
¿Por	Spn	Spn	O	Correct
qué	Spn	Spn	O	Correct
me	Spn	Spn	O	Correct
dejaste	Spn	Spn	O	Correct
?	Punct	Punct	O	NA
VII	Num	Spn	ORGANIZATION/ORGANIZATION	NA
Tecolote	NamedEnt	Spn	ORGANIZATION/ORGANIZATION	Correct
Crónica	Spn	Spn	ORGANIZATION/ORGANIZATION	Correct
14	Num	Num	O	NA
agosto	Spn	Spn	O	Correct
2003	Num	Num	O	NA
Oaxaca	NamedEnt	Spn	LOCATION/LOCATION	Correct
,	Punct	Punct	O	NA
México	NamedEnt	Spn	PERSON/LOCATION	Correct
Para	Spn	Spn	PERSON/O	Correct
June	NamedEnt	Eng	PERSON/PERSON	Correct
A.	NamedEnt	Spn	PERSON/PERSON	Correct
Chávez	NamedEnt	Spn	PERSON/PERSON	Correct
Silverman	NamedEnt	Eng	PERSON/PERSON	Correct
,	Punct	Punct	O	NA
in	Eng	Eng	O	Correct
memoriam	Eng	Eng	O/MISC	Correct
Mom	NamedEnt	Eng	O/MISC	Correct
,	Punct	Punct	O	NA
el	Spn	Spn	O	Correct
día	Spn	Spn	O	Correct
que	Spn	Spn	O	Correct
descansaste	Spn	Spn	O	Correct
it	Eng	Eng	O/MISC	Correct
rained	Eng	Eng	O/MISC	Correct
here	Eng	Eng	O	Correct
en	Eng	Spn	O	Incorrect
México	NamedEnt	Spn	O/LOCATION	Correct
.	Punct	Punct	O	NA
En	Spn	Spn	O	Correct
Oaxaca	NamedEnt	Spn	LOCATION/LOCATION	Correct
,	Punct	Punct	O	NA
to	Eng	Eng	O	Correct
be	Eng	Eng	O	Correct
precise	Eng	Eng	O	Correct
.	Punct	Punct	O	NA
No	Spn	Spn	O	Correct
precisamente	Spn	Spn	O	Correct
el	Spn	Spn	O	Correct
México	NamedEnt	Spn	O/LOCATION	Correct
that	Eng	Eng	O	Correct
you	Eng	Eng	O	Correct
knew	Eng	Eng	O	Correct
—	Punct	Punct	O	NA
creo	Spn	Spn	O	Correct
que	Spn	Spn	O	Correct
nunca	Spn	Spn	O	Correct
estuviste	Spn	Spn	O	Correct
this	Eng	Eng	O	Correct
far	Eng	Eng	O	Correct
south	Eng	Eng	O	Correct
—	Punct	Punct	O	NA
pero	Eng	Spn	O	Incorrect
it	Eng	Eng	O	Correct
may	Eng	Eng	O	Correct
as	Eng	Eng	O	Correct
well	Eng	Eng	O	Correct
have	Eng	Eng	O	Correct
been	Eng	Eng	O	Correct
.	Punct	Punct	O	NA
Because	Eng	Eng	O/PERSON	Correct
,	Punct	Punct	O	NA
la	Spn	Spn	O	Correct
última	Spn	Spn	O	Correct
vez	Spn	Spn	O	Correct
que	Spn	Spn	O	Correct
volví	Spn	Spn	O	Correct
a	Spn	Spn	O	Correct
Guadalajara	NamedEnt	Spn	LOCATION/LOCATION	Correct
,	Punct	Punct	O	NA
in	Eng	Eng	O	Correct
1997	Num	Num	O	NA
,	Punct	Punct	O	NA
para	Spn	Spn	O	Correct
celebrar	Spn	Spn	O	Correct
mi	Spn	Spn	O	Correct
ternura	Spn	Spn	O	Correct
,	Punct	Punct	O	NA
as	Eng	Eng	O	Correct
I	Eng	Eng	O/MISC	Correct
call	Eng	Eng	O/MISC	Correct
it	Eng	Eng	O/MISC	Correct
(	Punct	Punct	O	NA
such	Eng	Eng	O	Correct
a	Eng	Eng	O	Correct
more	Eng	Eng	O	Correct
gorgeous	Eng	Eng	O	Correct
word	Eng	Eng	O	Correct
for	Eng	Eng	O	Correct
the	Eng	Eng	O	Correct
thing	Eng	Eng	O	Correct
than	Eng	Eng	O	Correct
the	Eng	Eng	O	Correct
real	Eng	Eng	O	Correct
word	Eng	Eng	O	Correct
for	Eng	Eng	O	Correct
“	Punct	Punct	O	NA
tenure	Eng	Eng	O	Correct
,	Punct	Punct	O	NA
"	Punct	Punct	O	NA
la	Spn	Spn	O	Correct
permanencia	Spn	Spn	O	Correct
.	Punct	Punct	O	NA
No	Eng	Spn	O	Incorrect
,	Punct	Punct	O	NA
I	Eng	Eng	O	Correct
refuse	Eng	Eng	O	Correct
the	Eng	Eng	O	Correct
“	Punct	Punct	O	NA
real	Eng	Eng	O	Correct
"	Punct	Punct	O	NA
translation	Eng	Eng	O	Correct
.	Punct	Punct	O	NA
I	Eng	Eng	O	Correct
prefer	Eng	Eng	O	Correct
la	Spn	Spn	O	Correct
ternura	Spn	Spn	O	Correct
.	Punct	Punct	O	NA
Tenderness	Eng	Eng	O	Correct
)	Punct	Punct	O	NA
.	Punct	Punct	O	NA
—	Punct	Punct	O	NA
I	Eng	Eng	O	Correct
know	Eng	Eng	O	Correct
,	Punct	Punct	O	NA
ya	Spn	Spn	O	Correct
sé	Spn	Spn	O	Correct
,	Punct	Punct	O	NA
mamá	Spn	Spn	O	Correct
.	Punct	Punct	O	NA
It’s	Eng	Eng	O	Correct
not	Eng	Eng	O	Correct
the	Eng	Eng	O	Correct
real	Eng	Eng	O	Correct
word	Eng	Eng	O	Correct
for	Eng	Eng	O	Correct
it	Eng	Eng	O/MISC	Correct
and	Eng	Eng	O/MISC	Correct
I	Eng	Eng	O/MISC	Correct
should	Eng	Eng	O/MISC	Correct
speak	Eng	Eng	O/MISC	Correct
right	Eng	Eng	O/MISC	Correct
.	Punct	Punct	O	NA
La	Spn	Spn	O	Correct
gente	Spn	Spn	O	Correct
va	Spn	Spn	O	Correct
a	Spn	Spn	O	Correct
creer	Spn	Spn	O	Correct
que	Spn	Spn	O	Correct
I	Eng	Eng	O/MISC	Correct
don’t	Eng	Eng	O/MISC	Correct
know	Eng	Eng	O/MISC	Correct
right	Eng	Eng	O/MISC	Correct
from	Eng	Eng	O/MISC	Correct
wrong	Eng	Eng	O/MISC	Correct
.	Punct	Punct	O	NA
Pero	Spn	Spn	O	Correct
tú	Spn	Spn	O	Correct
ya	Spn	Spn	O	Correct
no	Spn	Spn	O	Correct
estás	Spn	Spn	O	Correct
para	Spn	Spn	O	Correct
retarme	Spn	Spn	O	Correct
,	Punct	Punct	O	NA
and	Eng	Eng	O	Correct
I’ve	Eng	Eng	O	Correct
always	Eng	Eng	O	Correct
done	Eng	Eng	O	Correct
my	Eng	Eng	O	Correct
own	Eng	Eng	O	Correct
thing	Eng	Eng	O	Correct
anyway	Eng	Eng	O	Correct
,	Punct	Punct	O	NA
que	Spn	Spn	O	Correct
no	Spn	Spn	O	Correct
?	Spn	Punct	O	Incorrect
Pero	Spn	Spn	O	Correct
anygüey	EngNoSpace	Eng	O	NA
,	Punct	Punct	O	NA
as	Eng	Eng	O	Correct
I	Eng	Eng	O/MISC	Correct
was	Eng	Eng	O/MISC	Correct
saying	Eng	Eng	O/MISC	Correct
,	Punct	Punct	O	NA
the	Eng	Eng	O	Correct
last	Eng	Eng	O	Correct
time	Eng	Eng	O	Correct
I	Eng	Eng	O/MISC	Correct
was	Eng	Eng	O/MISC	Correct
in	Eng	Eng	O/MISC	Correct
Guadalajara	NamedEnt	Spn	LOCATION/MISC	Correct
,	Punct	Punct	O	NA
for	Eng	Eng	O	Correct
that	Eng	Eng	O	Correct
LASA	NamedEnt	Spn	ORGANIZATION/O	Correct
conference	Eng	Eng	O	Correct
en	Spn	Spn	O	Correct
el	Spn	Spn	O	Correct
‘	Punct	Punct	O	NA
97	Num	Num	O	NA
,	Punct	Punct	O	NA
everything	Eng	Eng	O	Correct
had	Eng	Eng	O	Correct
changed	Eng	Eng	O	Correct
.	Punct	Punct	O	NA
Pero	Spn	Spn	O	Correct
everything	Eng	Eng	O	Correct
.	Punct	Punct	O	NA
Of	Eng	Eng	O	Correct
course	Eng	Eng	O	Correct
,	Punct	Punct	O	NA
uno	Spn	Spn	O	Correct
diría	Spn	Spn	O	Correct
.	Punct	Punct	O	NA
Que	Spn	Spn	O	Correct
twenty	Eng	Eng	O	Correct
years	Eng	Eng	O	Correct
son	Spn	Eng	O	Incorrect
veinte	Spn	Spn	O	Correct
años	Spn	Spn	O	Correct
,	Punct	Punct	O	NA
y	Spn	Spn	O	Correct
toda	Spn	Spn	O	Correct
la	Spn	Spn	O	Correct
cosa	Spn	Spn	O	Correct
.	Punct	Punct	O	NA
Even	Eng	Eng	O/PERSON	Correct
so	Eng	Eng	O/PERSON	Correct
,	Punct	Punct	O	NA
yo	Spn	Spn	O	Correct
buscaba	Spn	Spn	O	Correct
en	Spn	Spn	O	Correct
Guadalajara	NamedEnt	Spn	LOCATION/LOCATION	Correct
el	Spn	Spn	O	Correct
México	NamedEnt	Spn	O/LOCATION	Correct
que	Spn	Spn	O	Correct
tú	Spn	Spn	O	Correct
y	Spn	Spn	O	Correct
daddy	Eng	Eng	O	Correct
me	Spn	Spn	O	Correct
habían	Spn	Spn	O	Correct
dado	Spn	Spn	O	Correct
.	Punct	Punct	O	NA
The	Eng	Eng	O	Correct
México	NamedEnt	Spn	O/LOCATION	Correct
with	Eng	Eng	O	Correct
smashed	Eng	Eng	O	Correct
guayabas	Spn	Spn	O	Correct
releasing	Eng	Eng	O	Correct
that	Eng	Eng	O	Correct
rubber-sweet	Eng	Eng	O	Correct
,	Punct	Punct	O	NA
acrid	Eng	Eng	O	Correct
scent	Eng	Eng	O	Correct
into	Eng	Eng	O	Correct
the	Eng	Eng	O	Correct
pale	Eng	Spn	O	Incorrect
ochre	Eng	Spn	O	Incorrect
dirt	Eng	Eng	O	Correct
.	Punct	Punct	O	NA
(	Punct	Punct	O	NA
I	Eng	Eng	O	Correct
always	Eng	Eng	O	Correct
thought	Eng	Eng	O	Correct
that	Eng	Eng	O	Correct
dirt	Eng	Eng	O	Correct
was	Eng	Eng	O	Correct
so	Eng	Eng	O	Correct
red	Eng	Eng	O	Correct
,	Punct	Punct	O	NA
hasta	Spn	Spn	O	Correct
ver	Spn	Spn	O	Correct
la	Spn	Spn	O	Correct
tierra	Spn	Spn	O	Correct
colorada	Spn	Spn	O	Correct
de	Spn	Spn	O	Correct
Misiones	NamedEnt	Spn	O/MISC	Correct
province	NamedEnt	Eng	O/MISC	Correct
,	Punct	Punct	O	NA
in	Eng	Eng	O	Correct
Argentina	NamedEnt	Spn	LOCATION/LOCATION	Correct
.	Punct	Punct	O	NA
)	Punct	Punct	O	NA
The	Eng	Eng	O/ORGANIZATION	Correct
México	NamedEnt	Spn	O/ORGANIZATION	Correct
of	Eng	Eng	O/ORGANIZATION	Correct
dim	Eng	Eng	O/ORGANIZATION	Correct
,	Punct	Punct	O	NA
indio-filled	Eng	Eng	O	Correct
markets	Eng	Eng	O	Correct
—	Punct	Punct	O	NA
like	Eng	Eng	O	Correct
my	Eng	Eng	O	Correct
favorite	Eng	Eng	O	Correct
of	Eng	Eng	O	Correct
all	Eng	Eng	O	Correct
time	Eng	Eng	O	Correct
,	Punct	Punct	O	NA
el	Spn	Spn	O	Correct
Libertad	Spn	Spn	O/MISC	Correct
en	Spn	Spn	O	Correct
downtown	Eng	Eng	O	Correct
Guadalajara	NamedEnt	Spn	LOCATION/LOCATION	Correct
—	Punct	Punct	O	NA
sudor	Spn	Spn	O	Correct
,	Punct	Punct	O	NA
huarache-leather	Mixed	Eng	O	NA
